id,type,owner,architecture
aisingapore/Llama-SEA-LION-v3-70B-IT,finetuned,aisingapore,llama
RubielLabarta/LogoS-7Bx2-MoE-13B-v0.2,merged,RubielLabarta,mixtral
lemon-mint/gemma-ko-7b-instruct-v0.50,finetuned,lemon-mint,gemma
PatronusAI/glider,finetuned,PatronusAI,phi3
AI-Sweden-Models/gpt-sw3-1.3b-instruct,finetuned,AI-Sweden-Models,gpt2
QuantFactory/glm-4-9b-chat-abliterated-GGUF,quantized,QuantFactory,unknown
CharGen/CharGen-v3-mini,base,CharGen,unknown
prithivMLmods/Qwen3-1.7B-GGUF,quantized,prithivMLmods,qwen3
PrimeIntellect/INTELLECT-1-Instruct,base,PrimeIntellect,unknown
Qwen/Qwen2-7B-Instruct-GGUF,quantized,Qwen,unknown
soob3123/amoral-gemma3-27B-v2-qat-Q4_0-GGUF,quantized,soob3123,unknown
SentientAGI/Dobby-Unhinged-Llama-3.3-70B,finetuned,SentientAGI,llama
Rakuten/RakutenAI-7B,finetuned,Rakuten,mistral
QuantFactory/Qwen2-0.5B-GGUF,quantized,QuantFactory,unknown
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,finetuned,nvidia,llama
sail/Sailor2-20B-Chat,finetuned,sail,qwen2
bartowski/Falcon3-7B-Instruct-GGUF,quantized,bartowski,unknown
2p8xx/Foundation-Sec-8B-Instruct-GGUF,quantized,2p8xx,llama
allenai/OLMo-2-1124-7B-Instruct,finetuned,allenai,olmo2
bartowski/TQ2.5-14B-Sugarquill-v1-GGUF,quantized,bartowski,unknown
unsloth/Llama-3.2-3B-bnb-4bit,quantized,unsloth,llama
mlx-community/Phi-4-reasoning-plus-8bit,quantized,mlx-community,phi3
bartowski/NousResearch_DeepHermes-3-Llama-3-8B-Preview-GGUF,quantized,bartowski,unknown
TheBloke/orca_mini_v3_13B-GGUF,quantized,TheBloke,llama
Locutusque/Orca-2-13b-SFT_v5,finetuned,Locutusque,llama
featherless-ai/Qwerky-QwQ-32B,base,featherless-ai,unknown
ReadyArt/Omega-Darker-Gaslight_The-Final-Forgotten-Fever-Dream-24B,finetuned,ReadyArt,mistral
AcuteShrewdSecurity/Llama-Phishsense-1B,finetuned,AcuteShrewdSecurity,llama
soob3123/amoral-gemma3-12B-v2,finetuned,soob3123,gemma3
bartowski/HuatuoGPT-o1-72B-v0.1-GGUF,quantized,bartowski,unknown
mistralai/Mistral-Nemo-Base-2407,base,mistralai,mistral
second-state/Qwen2.5-72B-Instruct-GGUF,quantized,second-state,qwen2
Qwen/Qwen3-0.6B-Base,base,Qwen,unknown
ArliAI/QwQ-32B-ArliAI-RpR-v4,finetuned,ArliAI,qwen2
MaziyarPanahi/Llama-3-13B-Instruct-v0.1,finetuned,MaziyarPanahi,llama
unsloth/Llama-3.3-70B-Instruct,finetuned,unsloth,llama
DavidAU/MN-DARKEST-UNIVERSE-29B,base,DavidAU,unknown
facebook/layerskip-llama2-70B,finetuned,facebook,llama
huihui-ai/Mistral-Small-24B-Instruct-2501-abliterated,finetuned,huihui-ai,mistral
ALIN-LLM/finetune-llama-3.1-8b-gsm8k,finetuned,ALIN-LLM,llama
second-state/Llama-3.2-1B-Instruct-GGUF,quantized,second-state,llama
LeoLM/leo-hessianai-7b,base,LeoLM,llama
nvidia/Llama3-ChatQA-1.5-8B,base,nvidia,llama
tensorblock/Meltemi-7B-Instruct-v1.5-GGUF,quantized,tensorblock,unknown
legraphista/Phi-3-mini-4k-instruct-IMat-GGUF,quantized,legraphista,unknown
LingoIITGN/Ganga-2-1B,finetuned,LingoIITGN,mistral
ALLaM-AI/ALLaM-7B-Instruct-preview,base,ALLaM-AI,llama
GPT4All-Community/DiscoLM_German_7b_v1-GGUF,quantized,GPT4All-Community,unknown
lmstudio-community/Meta-Llama-3.1-8B-Instruct-GGUF,quantized,lmstudio-community,unknown
Qwen/Qwen2.5-Coder-14B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
soob3123/amoral-gemma3-27B-v2-gguf,quantized,soob3123,unknown
nvidia/Llama-3.1-Nemotron-Nano-8B-v1,base,nvidia,llama
TheBloke/tora-code-13B-v1.0-GGUF,quantized,TheBloke,llama
unsloth/Llama-3.1-8B-Instruct-bnb-4bit,quantized,unsloth,llama
Henrychur/MMed-Llama-3-8B,base,Henrychur,llama
unsloth/Qwen3-14B-GGUF,quantized,unsloth,qwen3
TheBloke/Pygmalion-2-13B-GGUF,quantized,TheBloke,llama
Navid-AI/Yehia-7B-preview,finetuned,Navid-AI,llama
shanchen/llama3-8B-slerp-med-chinese,merged,shanchen,llama
tiiuae/Falcon3-Mamba-7B-Instruct,finetuned,tiiuae,falcon_mamba
Felladrin/Llama-160M-Chat-v1,finetuned,Felladrin,llama
google/gemma-2-9b,base,google,unknown
byroneverson/glm-4-9b-chat-abliterated-gguf,quantized,byroneverson,unknown
billborkowski/llava-NousResearch_Nous-Hermes-2-Vision-GGUF,quantized,billborkowski,llava_mistral
google/gemma-1.1-7b-it,base,google,unknown
DavidAU/EXAONE-Deep-2.4B-Reasoning-MAX-NEO-Imatrix-GGUF,quantized,DavidAU,unknown
stabilityai/stable-code-3b,base,stabilityai,stablelm
Qwen/Qwen2-0.5B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
sartifyllc/pawa-min-alpha,finetuned,sartifyllc,gemma2
soob3123/Veiled-Rose-22B,base,soob3123,unknown
Etherll/Mellum-4b-sft-rust-GGUF,quantized,Etherll,unknown
legraphista/Meta-Llama-3.1-70B-Instruct-IMat-GGUF,quantized,legraphista,unknown
TheBloke/meditron-70B-GGUF,quantized,TheBloke,llama
lmstudio-community/Mistral-Large-Instruct-2407-GGUF,quantized,lmstudio-community,unknown
phamhai/Llama-3.2-3B-Instruct-Frog,finetuned,phamhai,llama
bartowski/THUDM_GLM-Z1-32B-0414-GGUF,quantized,bartowski,unknown
PartAI/Dorna-Llama3-8B-Instruct,finetuned,PartAI,llama
mav23/Qwen2.5-Math-1.5B-Instruct-GGUF,quantized,mav23,unknown
openchat/openchat-3.5-0106-gemma,base,openchat,unknown
legraphista/Qwen2.5-3B-Instruct-IMat-GGUF,quantized,legraphista,unknown
bingoty/llama33-70B-4bit,quantized,bingoty,llama
codellama/CodeLlama-7b-Instruct-hf,base,codellama,unknown
MaziyarPanahi/calme-2.5-qwen2-7b,finetuned,MaziyarPanahi,qwen2
VAGOsolutions/SauerkrautLM-7b-v1-mistral,base,VAGOsolutions,unknown
tensorblock/YuE-s1-7B-anneal-en-cot-GGUF,quantized,tensorblock,unknown
ghost-x/ghost-7b-v0.9.0,finetuned,ghost-x,mistral
bartowski/Mistral-Small-Instruct-2409-GGUF,quantized,bartowski,unknown
bartowski/aya-23-8B-GGUF,quantized,bartowski,unknown
trillionlabs/Trillion-7B-preview-GGUF,quantized,trillionlabs,unknown
dangvansam/gemma-2-9b-it-fix-system-role,base,dangvansam,unknown
yulan-team/YuLan-Mini,base,yulan-team,unknown
augmxnt/shisa-gamma-7b-v1,finetuned,augmxnt,mistral
lmstudio-community/Qwen2-Math-7B-Instruct-GGUF,quantized,lmstudio-community,unknown
prithivMLmods/SmolLM2-135M-F32-GGUF,quantized,prithivMLmods,llama
mlx-community/Qwen2.5-14B-Instruct-4bit,finetuned,mlx-community,qwen2
bartowski/Sky-T1-32B-Flash-GGUF,quantized,bartowski,unknown
authormist/authormist-originality,finetuned,authormist,qwen2
unsloth/llama-3-8b-Instruct-bnb-4bit,base,unsloth,llama
unsloth/Qwen2.5-Coder-1.5B,finetuned,unsloth,qwen2
AI-Sweden-Models/gpt-sw3-1.3b,base,AI-Sweden-Models,gpt2
rita1706/DeepSeek-R1-Distill-Llama-8B-unsloth-bnb-4bit-finetuned,finetuned,rita1706,llama
Efficient-Large-Model/Qwen2-VL-7B-Instruct,finetuned,Efficient-Large-Model,qwen2
gaianet/Qwen3-14B-GGUF,quantized,gaianet,qwen3
Qwen/Qwen1.5-0.5B,base,Qwen,qwen2
bartowski/PocketDoc_Dans-PersonalityEngine-V1.2.0-24b-GGUF,quantized,bartowski,unknown
Novaciano/Uncensored-1b-Creative_Writing_RP-GGUF,quantized,Novaciano,unknown
allenai/OLMo-2-1124-13B-Instruct-RLVR2,base,allenai,unknown
watt-ai/watt-tool-70B,base,watt-ai,unknown
bartowski/aya-23-35B-GGUF,quantized,bartowski,unknown
augmxnt/Qwen2-7B-Instruct-deccp,base,augmxnt,unknown
unsloth/Qwen2.5-Math-7B-Instruct,finetuned,unsloth,qwen2
kakaocorp/kanana-nano-2.1b-base,base,kakaocorp,llama
lmstudio-community/Llama-4-Scout-17B-16E-MLX-text-4bit,quantized,lmstudio-community,llama4
bartowski/microsoft_Phi-4-mini-reasoning-GGUF,quantized,bartowski,unknown
backyardai/WestLake-10.7B-v2-GGUF,quantized,backyardai,unknown
rinna/nekomata-14b,finetuned,rinna,qwen
bartowski/calme-3.2-instruct-78b-GGUF,quantized,bartowski,unknown
suayptalha/Lamarckvergence-14B,merged,suayptalha,qwen2
tavtav/Rose-20B,base,tavtav,llama
mistralai/Mistral-Large-Instruct-2411,base,mistralai,unknown
TheBloke/goliath-120b-GGUF,quantized,TheBloke,llama
bartowski/Chuluun-Qwen2.5-72B-v0.01-GGUF,quantized,bartowski,unknown
Mungert/FairyR1-32B-GGUF,quantized,Mungert,unknown
unsloth/Meta-Llama-3.1-8B-Instruct,finetuned,unsloth,llama
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B-GGUF,quantized,DavidAU,unknown
afrideva/stablelm-2-1_6b-GGUF,quantized,afrideva,unknown
bartowski/Gryphe_Pantheon-RP-1.8-24b-Small-3.1-GGUF,quantized,bartowski,unknown
second-state/Qwen2-1.5B-Instruct-GGUF,quantized,second-state,qwen2
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,quantized,Qwen,qwen2
DoeyLLM/OneLLM-Doey-ChatQA-V1-Llama-3.2-1B,base,DoeyLLM,unknown
Mungert/openhands-lm-32b-v0.1-GGUF,quantized,Mungert,unknown
meta-llama/Llama-3.1-405B-Instruct,finetuned,meta-llama,llama
tensorblock/defog_sqlcoder2-GGUF,quantized,tensorblock,unknown
TheBloke/Mythalion-13B-AWQ,quantized,TheBloke,llama
lmstudio-community/Qwen2.5-3B-Instruct-GGUF,quantized,lmstudio-community,unknown
HuggingFaceTB/SmolLM-360M,base,HuggingFaceTB,llama
mistralai/Mistral-Small-3.1-24B-Instruct-2503,base,mistralai,unknown
ReDiX/Artemide-3.5,finetuned,ReDiX,phi3
LGAI-EXAONE/EXAONE-Deep-7.8B,finetuned,LGAI-EXAONE,exaone
sophosympatheia/Nova-Tempus-70B-v0.1,merged,sophosympatheia,llama
unsloth/AceReason-Nemotron-14B-GGUF,quantized,unsloth,qwen2
tiiuae/Falcon3-7B-Instruct-GGUF,quantized,tiiuae,unknown
mlx-community/dolphin-2.7-mixtral-8x7b,base,mlx-community,unknown
TheBloke/med42-70B-GGUF,quantized,TheBloke,llama
legraphista/Qwen2-1.5B-Instruct-IMat-GGUF,quantized,legraphista,unknown
allura-org/TQ2.5-14B-Neon-v1,base,allura-org,unknown
Qwen/Qwen2.5-72B-Instruct-AWQ,quantized,Qwen,qwen2
bartowski/magnum-v4-123b-GGUF,quantized,bartowski,unknown
lemon-mint/gemma-ko-7b-instruct-v0.62,finetuned,lemon-mint,gemma
lmms-lab/LLaVA-Video-72B-Qwen2,finetuned,lmms-lab,llava
THUDM/GLM-Z1-9B-0414,base,THUDM,glm4
RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-FP8-dynamic,quantized,RedHatAI,llama
arcee-ai/Virtuoso-Small-v2,base,arcee-ai,unknown
oumi-ai/MiniMath-R1-1.5B,finetuned,oumi-ai,qwen2
bartowski/openbuddy-qwen2.5coder-32b-v24.1q-200k-GGUF,quantized,bartowski,unknown
OpenPipe/Deductive-Reasoning-Qwen-14B,base,OpenPipe,unknown
kaist-ai/janus-orpo-7b,finetuned,kaist-ai,mistral
MikeRoz/sophosympatheia_Electranova-70B-v1.0-8.0bpw-h8-exl2,merged,MikeRoz,llama
DavidAU/Psyonic-Cetacean-Ultra-Quality-20b-GGUF-imatrix,quantized,DavidAU,unknown
TheBloke/upstage-llama-30b-instruct-2048-AWQ,quantized,TheBloke,llama
google/gemma-2-2b-it,base,google,unknown
Qwen/Qwen2.5-3B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
TheBloke/StableBeluga-13B-GGUF,quantized,TheBloke,llama
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,base,VAGOsolutions,mixtral
RedHatAI/Llama-3.3-70B-Instruct-quantized.w4a16,quantized,RedHatAI,llama
fluently-lm/FluentlyLM-Prinum,base,fluently-lm,qwen2
meta-llama/Llama-2-70b-hf,base,meta-llama,llama
ospatch/QwQ-32B-INT8-W8A8,quantized,ospatch,qwen2
RedHatAI/Meta-Llama-3.1-70B-FP8,quantized,RedHatAI,llama
Qwen/Qwen2.5-3B-Instruct-AWQ,quantized,Qwen,qwen2
PKU-DS-LAB/FairyR1-32B,finetuned,PKU-DS-LAB,qwen2
defog/sqlcoder-7b,base,defog,mistral
lmstudio-community/EXAONE-3.5-7.8B-Instruct-GGUF,quantized,lmstudio-community,unknown
Qwen/Qwen2-72B-Instruct-AWQ,quantized,Qwen,qwen2
BioMistral/BioMistral-7B-DARE,merged,BioMistral,mistral
soob3123/amoral-gemma3-12B-v2-qat,finetuned,soob3123,gemma3
turboderp/Cat-Llama-3-70B-instruct,base,turboderp,unknown
TheBloke/meditron-7B-AWQ,quantized,TheBloke,llama
TheBloke/OpenHermes-2.5-Mistral-7B-AWQ,quantized,TheBloke,mistral
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,quantized,bartowski,unknown
concedo/Beepo-22B,base,concedo,unknown
Qwen/Qwen2.5-72B,base,Qwen,qwen2
DataPilot/ArrowMint-Gemma3-4B-YUKI-v0.1,finetuned,DataPilot,gemma3
LGAI-EXAONE/EXAONE-Deep-32B-AWQ,quantized,LGAI-EXAONE,exaone
TIGER-Lab/General-Reasoner-Qwen2.5-14B,finetuned,TIGER-Lab,qwen2
LatitudeGames/Wayfarer-12B,finetuned,LatitudeGames,mistral
kosbu/Llama-3.3-70B-Instruct-AWQ,quantized,kosbu,llama
alamios/DeepSeek-R1-DRAFT-Qwen2.5-0.5B,finetuned,alamios,qwen2
cognitivecomputations/dolphin-2.2-70b,base,cognitivecomputations,unknown
yamatazen/Aurora-SCE-12B,merged,yamatazen,mistral
RedHatAI/Llama-3.3-70B-Instruct-quantized.w8a8,quantized,RedHatAI,llama
OPTML-Group/TOFU-origin-Llama-2-7b-chat,finetuned,OPTML-Group,llama
meta-llama/Llama-3.1-70B,base,meta-llama,llama
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,base,cognitivecomputations,unknown
bartowski/steiner-32b-preview-GGUF,quantized,bartowski,unknown
unsloth/DeepSeek-R1-Distill-Qwen-14B-bnb-4bit,quantized,unsloth,qwen2
unsloth/Qwen2.5-3B-Instruct-bnb-4bit,quantized,unsloth,qwen2
allenai/OLMo-2-0425-1B-RLVR1,finetuned,allenai,olmo2
lmstudio-community/QwQ-32B-GGUF,quantized,lmstudio-community,unknown
AXCXEPT/EZO-Llama-3.2-3B-Instruct-dpoE,finetuned,AXCXEPT,llama
bartowski/Monstral-123B-v2-GGUF,quantized,bartowski,unknown
allenai/Llama-3.1-Tulu-3-405B,finetuned,allenai,llama
meta-llama/Llama-3.2-3B-Instruct-SpinQuant_INT4_EO8,finetuned,meta-llama,llama
unsloth/meta-Llama-3.1-8B-unsloth-bnb-4bit,quantized,unsloth,llama
matrixportal/Aya-X-Mod,base,matrixportal,unknown
aisingapore/Llama-SEA-LION-v3-8B-IT,finetuned,aisingapore,llama
Qwen/Qwen2.5-Coder-3B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
unsloth/r1-1776-distill-llama-70b-GGUF,quantized,unsloth,llama
ThomasBaruzier/Qwen2.5-Coder-0.5B-Instruct-GGUF,quantized,ThomasBaruzier,unknown
TheBloke/CodeNinja-1.0-OpenChat-7B-GGUF,quantized,TheBloke,mistral
huihui-ai/Llama-3.3-70B-Instruct-abliterated-finetuned-GPTQ-Int8,quantized,huihui-ai,llama
second-state/Baichuan2-13B-Chat-GGUF,quantized,second-state,baichuan
utter-project/EuroLLM-1.7B-Instruct,finetuned,utter-project,llama
bartowski/Falcon3-3B-Base-GGUF,quantized,bartowski,unknown
DavidAU/Gemma-3-4b-it-MAX-HORROR-Uncensored-DBL-X-Imatrix-GGUF,quantized,DavidAU,unknown
unsloth/Qwen2.5-1.5B-Instruct,finetuned,unsloth,qwen2
s3nh/TinyLLama-4x1.1B-MoE,merged,s3nh,mixtral
RedHatAI/granite-3.1-8b-instruct-quantized.w8a8,quantized,RedHatAI,granite
ValiantLabs/Qwen3-8B-Esper3,finetuned,ValiantLabs,qwen3
gaianet/Qwen3-0.6B-GGUF,quantized,gaianet,qwen3
hugging-quants/Llama-3.2-3B-Instruct-Q4_K_M-GGUF,quantized,hugging-quants,unknown
Qwen/Qwen2.5-14B-Instruct-GGUF,quantized,Qwen,unknown
bartowski/ReadyArt_The-Omega-Abomination-Gemma3-12B-v1.0-GGUF,quantized,bartowski,unknown
unsloth/Qwen2.5-Coder-7B-bnb-4bit,quantized,unsloth,qwen2
lightblue/kurage-en,base,lightblue,unknown
King-Cane/Dans-PersonalityEngine-V1.3.0-24b-Q4_K_M-GGUF,quantized,King-Cane,unknown
AdaptLLM/law-LLM-13B,base,AdaptLLM,unknown
Saxo/Linkbricks-Horizon-AI-Korean-Mixtral-sft-dpo-8x7b,quantized,Saxo,mixtral
prithivMLmods/Blitzar-Coder-4B-F.1-GGUF,quantized,prithivMLmods,qwen3
bartowski/HelpingAI2-9B-GGUF,quantized,bartowski,unknown
LeoLM/leo-hessianai-13b-chat-bilingual,base,LeoLM,unknown
Nexusflow/Athene-V2-Agent,base,Nexusflow,unknown
legraphista/glm-4-9b-chat-1m-GGUF,quantized,legraphista,unknown
bartowski/glm-4-9b-chat-1m-GGUF,quantized,bartowski,unknown
mlx-community/GLM-4-32B-0414-8bit,quantized,mlx-community,glm4
prithivMLmods/Qwen3-0.6B-GGUF,quantized,prithivMLmods,qwen3
TheFinAI/Fino1-8B,finetuned,TheFinAI,llama
Qwen/Qwen1.5-1.8B,base,Qwen,qwen2
Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,base,Orion-zhen,unknown
ikw/Qwen2.5-Coder-3B-GGUF,quantized,ikw,unknown
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,finetuned,context-labs,llama
bartowski/Llama-3-Patronus-Lynx-8B-Instruct-GGUF,quantized,bartowski,unknown
prithivMLmods/Deepthink-Reasoning-7B,finetuned,prithivMLmods,qwen2
ozone-research/0x-lite,base,ozone-research,unknown
DavidAU/L3.2-Rogue-Creative-Instruct-7B-GGUF,quantized,DavidAU,unknown
ThomasBaruzier/Qwen2.5-Coder-3B-Instruct-GGUF,quantized,ThomasBaruzier,unknown
bartowski/SmolLM-1.7B-Instruct-v0.2-GGUF,quantized,bartowski,unknown
EVA-UNIT-01/EVA-Qwen2.5-32B-v0.2,base,EVA-UNIT-01,unknown
huihui-ai/c4ai-command-r7b-12-2024-abliterated,base,huihui-ai,unknown
AmanPriyanshu/Dynamic-Topic-Modeling-Llama-3.2-1B-bnb-4bit,finetuned,AmanPriyanshu,llama
bespokelabs/Bespoke-Stratos-7B,finetuned,bespokelabs,qwen2
elyza/ELYZA-Shortcut-1.0-Qwen-7B,finetuned,elyza,qwen2
UnfilteredAI/DAN-Qwen3-1.7B,finetuned,UnfilteredAI,qwen3
RedHatAI/Meta-Llama-3.1-405B-Instruct-FP8,quantized,RedHatAI,llama
unsloth/DeepSeek-R1,finetuned,unsloth,deepseek_v3
shenzhi-wang/Llama3-8B-Chinese-Chat-GGUF-f16,quantized,shenzhi-wang,llama
QuantFactory/dolphin-2.8-mistral-7b-v02-GGUF,quantized,QuantFactory,unknown
marin-community/marin-8b-instruct,finetuned,marin-community,llama
byroneverson/gemma-2-27b-it-abliterated,finetuned,byroneverson,gemma2
unsloth/SmolLM-1.7B,finetuned,unsloth,llama
unsloth/Qwen3-4B-128K-GGUF,quantized,unsloth,qwen3
MarsupialAI/Monstral-123B-v2,base,MarsupialAI,unknown
ibm-granite/granite-3.1-2b-base,base,ibm-granite,unknown
Nitral-AI/Hathor_Tahsin-L3-8B-v0.85,base,Nitral-AI,unknown
bartowski/Negative_LLAMA_70B-GGUF,quantized,bartowski,unknown
Mozilla/Meta-Llama-3-8B-Instruct-llamafile,finetuned,Mozilla,unknown
ilsp/Meltemi-7B-Instruct-v1.5,base,ilsp,mistral
oxyapi/oxy-1-small-GGUF,quantized,oxyapi,unknown
HuggingFaceTB/SmolLM-1.7B-Instruct,quantized,HuggingFaceTB,llama
tiiuae/Falcon3-10B-Instruct,base,tiiuae,unknown
Gryphe/Pantheon-RP-Pure-1.6.2-22b-Small,base,Gryphe,unknown
anthracite-org/magnum-v2-4b,base,anthracite-org,unknown
bartowski/EXAONE-3.5-7.8B-Instruct-GGUF,quantized,bartowski,unknown
SEOKDONG/llama3.1_korean_v1.3_sft_by_aidx,finetuned,SEOKDONG,llama
NousResearch/Hermes-3-Llama-3.1-8B,finetuned,NousResearch,llama
rednote-hilab/dots.llm1.inst,finetuned,rednote-hilab,dots1
mlx-community/Llama-3.3-70B-Instruct-4bit,quantized,mlx-community,llama
anthracite-org/magnum-v2.5-12b-kto-gguf,quantized,anthracite-org,unknown
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,base,deepseek-ai,unknown
DavidAU/Gemma-The-Writer-DEADLINE-10B-GGUF,quantized,DavidAU,unknown
Novaciano/SEX_RP_V2-3.2-1B,merged,Novaciano,llama
bartowski/cybertron-v4-qw7B-MGS-GGUF,quantized,bartowski,unknown
Mawdistical/Squelching-Fantasies-glm-32B-GGUF,quantized,Mawdistical,unknown
alamios/Qwenstral-Small-3.1-0.5B,base,alamios,unknown
GPT4All-Community/gemma-2-9b-it-GGUF,quantized,GPT4All-Community,unknown
m-a-p/YuE-s1-7B-anneal-en-cot,base,m-a-p,llama
tokyotech-llm/Swallow-7b-instruct-hf,base,tokyotech-llm,llama
katanemo/Arch-Function-Chat-1.5B,base,katanemo,unknown
PeterAM4/deepseek-paraphrase,base,PeterAM4,unknown
AI-Sweden-Models/gpt-sw3-6.7b-v2,base,AI-Sweden-Models,gpt2
tokyotech-llm/Swallow-70b-instruct-hf,base,tokyotech-llm,llama
soob3123/amoral-gemma3-4B-v1,quantized,soob3123,gemma3_text
agentica-org/DeepCoder-14B-Preview,finetuned,agentica-org,qwen2
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,base,DavidAU,unknown
Doctor-Shotgun/L3.3-70B-Magnum-v5-SFT-Alpha-GGUF,quantized,Doctor-Shotgun,unknown
DavidAU/Qwen3-30B-A1.5B-64K-High-Speed-NEO-Imatrix-MAX-gguf,quantized,DavidAU,unknown
EleutherAI/pythia-31m,base,EleutherAI,unknown
rinna/nekomata-7b,finetuned,rinna,qwen
Gensyn/Qwen2.5-1.5B-Instruct,finetuned,Gensyn,qwen2
yunconglong/Truthful_DPO_TomGrc_FusionNet_7Bx2_MoE_13B,base,yunconglong,unknown
vandijklab/C2S-Pythia-410m-cell-type-prediction,finetuned,vandijklab,gpt_neox
albertfares/DPO_MCQA_model,finetuned,albertfares,qwen3
bartowski/Pantheon-RP-1.6-12b-Nemo-KTO-GGUF,quantized,bartowski,unknown
HiTZ/Latxa-Llama-3.1-8B-Instruct,finetuned,HiTZ,llama
johnsnowlabs/JSL-MedLlama-3-8B-v1.0,base,johnsnowlabs,unknown
Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int4,quantized,Qwen,qwen2
OpenPipe/Hermes-2-Theta-Llama-3-8B-32k,finetuned,OpenPipe,llama
lmstudio-community/OpenCoder-1.5B-Instruct-GGUF,quantized,lmstudio-community,unknown
unsloth/Llama-3.2-1B,finetuned,unsloth,llama
bartowski/Llama-3.1-8B-Stheno-v3.4-GGUF,quantized,bartowski,unknown
watt-ai/watt-tool-8B,base,watt-ai,unknown
second-state/Phi-3-mini-128k-instruct-GGUF,quantized,second-state,phi3
zetasepic/Qwen2.5-32B-Instruct-abliterated-v2,finetuned,zetasepic,qwen2
EleutherAI/pythia-1b,base,EleutherAI,gpt_neox
cognitivecomputations/dolphin-2.7-mixtral-8x7b,base,cognitivecomputations,mixtral
deepcogito/cogito-v1-preview-qwen-32B,base,deepcogito,unknown
TheBloke/Pygmalion-2-13B-SuperCOT-GGUF,quantized,TheBloke,llama
legraphista/Qwen2-Math-7B-Instruct-IMat-GGUF,quantized,legraphista,unknown
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,quantized,RedHatAI,qwen2
glenng/gus-emoji,finetuned,glenng,gemma3_text
second-state/Mistral-Small-24B-Instruct-2501-GGUF,quantized,second-state,mistral
SicariusSicariiStuff/Oni_Mitsubishi_12B,base,SicariusSicariiStuff,unknown
perplexity-ai/r1-1776-distill-llama-70b,base,perplexity-ai,unknown
LGAI-EXAONE/EXAONE-Deep-2.4B-AWQ,quantized,LGAI-EXAONE,exaone
cognitivecomputations/MegaDolphin-120b,finetuned,cognitivecomputations,llama
AI-Sweden-Models/gpt-sw3-356m-instruct,finetuned,AI-Sweden-Models,gpt2
robbiemu/salamandra-2b-instruct,quantized,robbiemu,llama
bartowski/Falcon3-1B-Instruct-GGUF,quantized,bartowski,unknown
dnotitia/Smoothie-Qwen3-32B,finetuned,dnotitia,qwen3
DavidAU/Qwen3-The-Xiaolong-Omega-Directive-22B-uncensored-abliterated-GGUF,quantized,DavidAU,unknown
nztinversive/llama3.2-1b-Uncensored,base,nztinversive,llama
THUDM/GLM-Z1-32B-0414,base,THUDM,glm4
unsloth/DeepSeek-V3-0324,quantized,unsloth,deepseek_v3
lmstudio-community/EXAONE-3.5-2.4B-Instruct-GGUF,quantized,lmstudio-community,unknown
lmstudio-community/AceReason-Nemotron-14B-GGUF,quantized,lmstudio-community,unknown
ZeroAgency/Zero-Mistral-24B-gguf,quantized,ZeroAgency,unknown
Saxo/Linkbricks-Horizon-AI-Korean-Advanced-12B,quantized,Saxo,mistral
dnotitia/Smoothie-Qwen3-30B-A3B,finetuned,dnotitia,qwen3_moe
RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8,quantized,RedHatAI,llama
second-state/Llama-3-8B-Instruct-Gradient-1048k-GGUF,quantized,second-state,llama
bartowski/nvidia_Llama-3_1-Nemotron-Ultra-253B-v1-GGUF,quantized,bartowski,unknown
TIGER-Lab/VLM2Vec-Full,finetuned,TIGER-Lab,phi3_v
prabureddy/Mental-Health-FineTuned-Mistral-7B-Instruct-v0.2,base,prabureddy,unknown
second-state/Qwen3-14B-GGUF,quantized,second-state,qwen3
Lzzzt/Qwen3-8B-bnb-4bit-shakespeare,quantized,Lzzzt,qwen3
tartuNLP/Llammas-base,base,tartuNLP,unknown
MaziyarPanahi/ChatMusician-GGUF,quantized,MaziyarPanahi,mistral
OpenBuddy/openbuddy-qwen2.5coder-32b-v24.1q-200k,base,OpenBuddy,unknown
soob3123/Veiled-Calla-12B-gguf,quantized,soob3123,unknown
bartowski/arcee-ai_Homunculus-GGUF,quantized,bartowski,unknown
Qwen/Qwen2.5-Coder-32B-Instruct-GPTQ-Int8,quantized,Qwen,qwen2
nvidia/OpenCodeReasoning-Nemotron-7B,finetuned,nvidia,qwen2
sometimesanotion/Qwenvergence-14B-v3-Prose,base,sometimesanotion,unknown
kaist-ai/mistral-orpo-capybara-7k,finetuned,kaist-ai,mistral
