source,target,edge
M4-ai/TinyMistral-6x248M,M4-ai/TinyMistral-6x248M-Instruct,finetuned
nvidia/Llama-3.1-Nemotron-Nano-4B-v1.1,bartowski/nvidia_Llama-3.1-Nemotron-Nano-4B-v1.1-GGUF,quantized
nvidia/Llama-3.1-Nemotron-Nano-4B-v1.1,lmstudio-community/Llama-3.1-Nemotron-Nano-4B-v1.1-GGUF,quantized
nvidia/Llama-3.1-Nemotron-Nano-4B-v1.1,unsloth/Llama-3.1-Nemotron-Nano-4B-v1.1,finetuned
CohereLabs/aya-expanse-32b,bartowski/aya-expanse-32b-GGUF,quantized
CohereLabs/aya-expanse-32b,Orion-zhen/aya-expanse-32b-AWQ,quantized
ibm-granite/granite-embedding-107m-multilingual,bartowski/granite-embedding-107m-multilingual-GGUF,quantized
allura-org/Mistral-Small-24b-Sertraline-0304,bartowski/allura-org_Mistral-Small-24b-Sertraline-0304-GGUF,quantized
Salesforce/xLAM-7b-r,legraphista/xLAM-7b-r-IMat-GGUF,quantized
meta-llama/Llama-Guard-3-1B,AcuteShrewdSecurity/Llama-Phishsense-1B,finetuned
Qwen/Qwen2.5-VL-32B-Instruct,lmstudio-community/Qwen2.5-VL-32B-Instruct-GGUF,quantized
Qwen/Qwen2.5-VL-32B-Instruct,bartowski/Qwen_Qwen2.5-VL-32B-Instruct-GGUF,quantized
HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,quantized
HuggingFaceTB/SmolLM2-360M,unsloth/SmolLM2-360M,finetuned
AXCXEPT/EZO-Qwen2.5-32B-Instruct,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
Isotonic/OrcaAgent-llama3.2-8b,bartowski/OrcaAgent-llama3.2-8b-GGUF,quantized
nvidia/OpenMath-Nemotron-14B,bartowski/nvidia_OpenMath-Nemotron-14B-GGUF,quantized
jhu-clsp/rank1-7b,jhu-clsp/rank1-7b-awq,quantized
Sao10K/L3-8B-Stheno-v3.3-32K,backyardai/L3-8B-Stheno-v3.3-32K-GGUF,quantized
nvidia/AceInstruct-7B,bartowski/nvidia_AceInstruct-7B-GGUF,quantized
Qwen/Qwen-14B-Chat,TheBloke/Qwen-14B-Chat-AWQ,quantized
ChaoticNeutrals/Sekhmet_Bet-L3.1-8B-v0.2,bartowski/Sekhmet_Bet-L3.1-8B-v0.2-GGUF,quantized
Qwen/Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,finetuned
Qwen/Qwen2.5-Coder-7B,unsloth/Qwen2.5-Coder-7B,finetuned
Qwen/Qwen2.5-Coder-7B,ggml-org/Qwen2.5-Coder-7B-Q8_0-GGUF,quantized
Qwen/Qwen2.5-Coder-7B,unsloth/Qwen2.5-Coder-7B-bnb-4bit,quantized
Qwen/Qwen2.5-Coder-7B,WhiteRabbitNeo/WhiteRabbitNeo-V3-7B,finetuned
Qwen/Qwen2.5-Coder-7B,mlx-community/Qwen2.5-Coder-7B-Instruct-4bit,finetuned
Qwen/Qwen2.5-Coder-7B,WhiteRabbitNeo/WhiteRabbitNeo-2.5-Qwen-2.5-Coder-7B,finetuned
Qwen/Qwen2.5-Coder-7B,ThomasBaruzier/Qwen2.5-Coder-7B-Instruct-GGUF,quantized
Qwen/Qwen2.5-Coder-7B,QuantFactory/Qwen2.5-Coder-7B-Instruct-GGUF,quantized
deepseek-ai/DeepSeek-V3-0324,unsloth/DeepSeek-V3-0324-GGUF,quantized
deepseek-ai/DeepSeek-V3-0324,unsloth/DeepSeek-V3-0324-GGUF-UD,quantized
deepseek-ai/DeepSeek-V3-0324,cognitivecomputations/DeepSeek-V3-0324-AWQ,quantized
deepseek-ai/DeepSeek-V3-0324,unsloth/DeepSeek-V3-0324-BF16,quantized
deepseek-ai/DeepSeek-V3-0324,unsloth/DeepSeek-V3-0324,quantized
TheDrummer/Anubis-70B-v1,sophosympatheia/Nova-Tempus-70B-v0.1,merged
jpacifico/Chocolatine-2-14B-Instruct-v2.0.3,sometimesanotion/Lamarck-14B-v0.7-Fusion,merged
prithivMLmods/Llama-Chat-Summary-3.2-3B,bartowski/Llama-Chat-Summary-3.2-3B-GGUF,quantized
meta-llama/Llama-2-13b-hf,TheBloke/Llama-2-13B-GGUF,quantized
meta-llama/Llama-2-13b-hf,TheBloke/Llama-2-13B-GPTQ,quantized
meta-llama/Llama-2-13b-hf,allenai/tulu-2-dpo-13b,finetuned
meta-llama/Llama-2-13b-hf,allenai/tulu-2-13b,finetuned
meta-llama/Llama-2-13b-hf,TheBloke/Llama-2-13B-AWQ,quantized
Nexusflow/Athene-V2-Chat,kosbu/Athene-V2-Chat-AWQ,quantized
Nexusflow/Athene-V2-Chat,bartowski/Athene-V2-Chat-GGUF,quantized
soob3123/GrayLine-Qwen3-14B,bartowski/soob3123_GrayLine-Qwen3-14B-GGUF,quantized
soob3123/GrayLine-Qwen3-14B,mradermacher/GrayLine-Qwen3-14B-i1-GGUF,quantized
soob3123/GrayLine-Qwen3-14B,soob3123/GrayLine-Qwen3-14B-gguf,quantized
soob3123/GrayLine-Qwen3-14B,mradermacher/GrayLine-Qwen3-14B-GGUF,quantized
Saxo/Linkbricks-Horizon-AI-Japanese-Pro-V3-70B,bartowski/Linkbricks-Horizon-AI-Japanese-Pro-V3-70B-GGUF,quantized
aisingapore/Llama-SEA-LION-v3-8B,aisingapore/Llama-SEA-LION-v3-8B-IT,finetuned
Gryphe/Pantheon-RP-1.8-24b-Small-3.1,bartowski/Gryphe_Pantheon-RP-1.8-24b-Small-3.1-GGUF,quantized
aisingapore/Llama-SEA-LION-v3-70B-IT,aisingapore/Llama-SEA-LION-v3.5-70B-R-GGUF,quantized
aisingapore/Llama-SEA-LION-v3-70B-IT,aisingapore/Llama-SEA-LION-v3.5-70B-R,finetuned
aisingapore/Llama-SEA-LION-v3-70B-IT,aisingapore/Llama-SEA-LION-v3-70B-IT-GGUF,quantized
CharGen/CharGen-v3-mini,CharGen/CharGen-v3-mini-GGUF,quantized
PrimeIntellect/INTELLECT-1-Instruct,bartowski/INTELLECT-1-Instruct-GGUF,quantized
SentientAGI/Dobby-Unhinged-Llama-3.3-70B,bartowski/SentientAGI_Dobby-Unhinged-Llama-3.3-70B-GGUF,quantized
Rakuten/RakutenAI-7B,Rakuten/RakutenAI-7B-chat,finetuned
Rakuten/RakutenAI-7B,Rakuten/RakutenAI-7B-instruct,finetuned
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,bartowski/Llama-3.1-Nemotron-70B-Instruct-HF-GGUF,quantized
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,joshmiller656/Llama-3.1-Nemotron-70B-Instruct-AWQ-INT4,quantized
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,RedHatAI/Llama-3.1-Nemotron-70B-Instruct-HF-FP8-dynamic,quantized
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,mlx-community/nvidia_Llama-3.1-Nemotron-70B-Instruct-HF_4bit,quantized
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,ibnzterrell/Nvidia-Llama-3.1-Nemotron-70B-Instruct-HF-AWQ-INT4,quantized
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,sandbox-ai/Llama-3.1-Tango-70b-bnb_4b,quantized
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,lmstudio-community/Llama-3.1-Nemotron-70B-Instruct-HF-GGUF,quantized
sail/Sailor2-20B-Chat,bartowski/Sailor2-20B-Chat-GGUF,quantized
allenai/OLMo-2-1124-7B-Instruct,bartowski/OLMo-2-1124-7B-Instruct-GGUF,quantized
featherless-ai/Qwerky-QwQ-32B,LatentWanderer/featherless-ai_Qwerky-QwQ-32B-gguf,quantized
soob3123/amoral-gemma3-12B-v2,bartowski/soob3123_amoral-gemma3-12B-v2-GGUF,quantized
mistralai/Mistral-Nemo-Base-2407,mistralai/Mistral-Nemo-Instruct-2407,finetuned
mistralai/Mistral-Nemo-Base-2407,LatitudeGames/Wayfarer-12B,finetuned
mistralai/Mistral-Nemo-Base-2407,anthracite-org/magnum-v2-12b,finetuned
mistralai/Mistral-Nemo-Base-2407,dreamgen/lucid-v1-nemo,finetuned
mistralai/Mistral-Nemo-Base-2407,cyberagent/Mistral-Nemo-Japanese-Instruct-2408,finetuned
mistralai/Mistral-Nemo-Base-2407,QuantFactory/Mistral-Nemo-Japanese-Instruct-2408-GGUF,quantized
mistralai/Mistral-Nemo-Base-2407,LatitudeGames/Muse-12B,finetuned
mistralai/Mistral-Nemo-Base-2407,norallm/normistral-11b-warm,quantized
mistralai/Mistral-Nemo-Base-2407,PocketDoc/Dans-PersonalityEngine-V1.1.0-12b,finetuned
Qwen/Qwen3-0.6B-Base,albertfares/DPO_MCQA_model_3_03_07_08,finetuned
Qwen/Qwen3-0.6B-Base,albertfares/MNLP_SFT_DPO,finetuned
Qwen/Qwen3-0.6B-Base,albertfares/DPO_MCQA_model_3_06_04_08,finetuned
Qwen/Qwen3-0.6B-Base,albertfares/DPO_MCQA_model,finetuned
ArliAI/QwQ-32B-ArliAI-RpR-v4,ArliAI/QwQ-32B-ArliAI-RpR-v4-GGUF,quantized
ArliAI/QwQ-32B-ArliAI-RpR-v4,bartowski/ArliAI_QwQ-32B-ArliAI-RpR-v4-GGUF,quantized
MaziyarPanahi/Llama-3-13B-Instruct-v0.1,tensorblock/Llama-3-13B-Instruct-v0.1-GGUF,quantized
DavidAU/MN-DARKEST-UNIVERSE-29B,DavidAU/MN-DARKEST-UNIVERSE-29B-GGUF,merged
huihui-ai/Mistral-Small-24B-Instruct-2501-abliterated,bartowski/huihui-ai_Mistral-Small-24B-Instruct-2501-abliterated-GGUF,quantized
LeoLM/leo-hessianai-7b,TheBloke/leo-hessianai-7B-GGUF,quantized
nvidia/Llama3-ChatQA-1.5-8B,QuantFactory/Open-Insurance-LLM-Llama3-8B-GGUF,quantized
ALLaM-AI/ALLaM-7B-Instruct-preview,Navid-AI/Yehia-7B-preview,finetuned
ALLaM-AI/ALLaM-7B-Instruct-preview,bartowski/ALLaM-AI_ALLaM-7B-Instruct-preview-GGUF,quantized
nvidia/Llama-3.1-Nemotron-Nano-8B-v1,unsloth/Llama-3.1-Nemotron-Nano-8B-v1-GGUF,quantized
nvidia/Llama-3.1-Nemotron-Nano-8B-v1,bartowski/nvidia_Llama-3.1-Nemotron-Nano-8B-v1-GGUF,quantized
Henrychur/MMed-Llama-3-8B,Henrychur/MMed-Llama-3-8B-EnIns,finetuned
shanchen/llama3-8B-slerp-med-chinese,shanchen/llama3-8B-slerp-biomed-chat-chinese,merged
google/gemma-2-9b,unsloth/gemma-2-9b-bnb-4bit,quantized
google/gemma-2-9b,aisingapore/Gemma-SEA-LION-v3-9B,finetuned
google/gemma-2-9b,INSAIT-Institute/MamayLM-Gemma-2-9B-IT-v0.1,finetuned
google/gemma-2-9b,cjvt/GaMS-9B,finetuned
google/gemma-2-9b,INSAIT-Institute/BgGPT-Gemma-2-9B-IT-v1.0,finetuned
google/gemma-1.1-7b-it,lemon-mint/gemma-7b-openhermes-v0.80,finetuned
google/gemma-1.1-7b-it,lemon-mint/gemma-ko-7b-instruct-v0.71,finetuned
stabilityai/stable-code-3b,QuantFactory/stable-code-3b-GGUF,quantized
soob3123/Veiled-Rose-22B,soob3123/Veiled-Rose-22B-gguf,quantized
PartAI/Dorna-Llama3-8B-Instruct,QuantFactory/Dorna-Llama3-8B-Instruct-GGUF,quantized
openchat/openchat-3.5-0106-gemma,lemon-mint/gemma-ko-7b-instruct-v0.62,finetuned
codellama/CodeLlama-7b-Instruct-hf,zzra1n/CodeLlama-syz-toy,finetuned
VAGOsolutions/SauerkrautLM-7b-v1-mistral,TheBloke/SauerkrautLM-7B-v1-mistral-GGUF,quantized
dangvansam/gemma-2-9b-it-fix-system-role,dangvansam/gemma-2-9b-it-fix-system-role-awq,quantized
yulan-team/YuLan-Mini,bartowski/YuLan-Mini-GGUF,quantized
unsloth/llama-3-8b-Instruct-bnb-4bit,bartowski/Llama-3-8B-Instruct-Coder-GGUF,quantized
AI-Sweden-Models/gpt-sw3-1.3b,AI-Sweden-Models/gpt-sw3-1.3b-instruct,finetuned
Qwen/Qwen1.5-0.5B,numind/NuExtract-tiny,finetuned
allenai/OLMo-2-1124-13B-Instruct-RLVR2,allenai/OLMo-2-1124-13B-Instruct,finetuned
watt-ai/watt-tool-70B,bartowski/watt-ai_watt-tool-70B-GGUF,quantized
augmxnt/Qwen2-7B-Instruct-deccp,QuantFactory/Qwen2-7B-Instruct-deccp-GGUF,quantized
kakaocorp/kanana-nano-2.1b-base,Onuii/kanana-nano-2.1B-lora-sft-lq-0516,finetuned
rinna/nekomata-14b,rinna/nekomata-14b-instruction,finetuned
suayptalha/Lamarckvergence-14B,sometimesanotion/Lamarck-14B-v0.7-Fusion,merged
tavtav/Rose-20B,TheBloke/Rose-20B-GGUF,quantized
mistralai/Mistral-Large-Instruct-2411,bartowski/Mistral-Large-Instruct-2411-GGUF,quantized
mistralai/Mistral-Large-Instruct-2411,lmstudio-community/Mistral-Large-Instruct-2411-GGUF,quantized
unsloth/Meta-Llama-3.1-8B-Instruct,Leejy0-0/ko-Meta-Llama-3.1-8B-Instruct,finetuned
DoeyLLM/OneLLM-Doey-ChatQA-V1-Llama-3.2-1B,DoeyLLM/OneLLM-Doey-ChatQA-V1-Llama-3.2-1B-Q8_0-GGUF,quantized
DoeyLLM/OneLLM-Doey-ChatQA-V1-Llama-3.2-1B,bartowski/OneLLM-Doey-ChatQA-V1-Llama-3.2-1B-GGUF,quantized
meta-llama/Llama-3.1-405B-Instruct,MaziyarPanahi/Meta-Llama-3.1-405B-Instruct-GGUF,quantized
meta-llama/Llama-3.1-405B-Instruct,meta-llama/Llama-3.1-405B-Instruct-FP8,quantized
meta-llama/Llama-3.1-405B-Instruct,RedHatAI/Meta-Llama-3.1-405B-Instruct-FP8,quantized
meta-llama/Llama-3.1-405B-Instruct,RedHatAI/Meta-Llama-3.1-405B-Instruct-quantized.w4a16,quantized
meta-llama/Llama-3.1-405B-Instruct,shisa-ai/shisa-v2-llama3.1-405b,finetuned
HuggingFaceTB/SmolLM-360M,HuggingFaceTB/SmolLM-360M-Instruct,quantized
HuggingFaceTB/SmolLM-360M,unsloth/SmolLM-360M,finetuned
mistralai/Mistral-Small-3.1-24B-Instruct-2503,lmstudio-community/Mistral-Small-3.1-24B-Instruct-2503-GGUF,quantized
mistralai/Mistral-Small-3.1-24B-Instruct-2503,DavidAU/Mistral-Small-3.1-24B-Instruct-2503-MAX-NEO-Imatrix-GGUF,quantized
mistralai/Mistral-Small-3.1-24B-Instruct-2503,ZeroAgency/Zero-Mistral-24B,finetuned
LGAI-EXAONE/EXAONE-Deep-7.8B,LGAI-EXAONE/EXAONE-Deep-7.8B-GGUF,quantized
LGAI-EXAONE/EXAONE-Deep-7.8B,second-state/EXAONE-Deep-7.8B-GGUF,quantized
LGAI-EXAONE/EXAONE-Deep-7.8B,LGAI-EXAONE/EXAONE-Deep-7.8B-AWQ,quantized
LGAI-EXAONE/EXAONE-Deep-7.8B,bartowski/LGAI-EXAONE_EXAONE-Deep-7.8B-GGUF,quantized
LGAI-EXAONE/EXAONE-Deep-7.8B,lmstudio-community/EXAONE-Deep-7.8B-GGUF,quantized
sophosympatheia/Nova-Tempus-70B-v0.1,sophosympatheia/Electranova-70B-v1.0,merged
sophosympatheia/Nova-Tempus-70B-v0.1,MikeRoz/sophosympatheia_Electranova-70B-v1.0-8.0bpw-h8-exl2,merged
mlx-community/dolphin-2.7-mixtral-8x7b,Eric1227/dolphin-2.7-mixtral-8x7b-MLX-6bit,quantized
allura-org/TQ2.5-14B-Neon-v1,bartowski/TQ2.5-14B-Neon-v1-GGUF,quantized
THUDM/GLM-Z1-9B-0414,bartowski/THUDM_GLM-Z1-9B-0414-GGUF,quantized
THUDM/GLM-Z1-9B-0414,unsloth/GLM-Z1-9B-0414-GGUF,quantized
THUDM/GLM-Z1-9B-0414,mlx-community/GLM-Z1-9B-0414-4bit,quantized
THUDM/GLM-Z1-9B-0414,lmstudio-community/GLM-Z1-9B-0414-GGUF,quantized
arcee-ai/Virtuoso-Small-v2,YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,merged
OpenPipe/Deductive-Reasoning-Qwen-14B,bartowski/OpenPipe_Deductive-Reasoning-Qwen-14B-GGUF,quantized
google/gemma-2-2b-it,anakin87/gemma-2-2b-neogenesis-ita,finetuned
google/gemma-2-2b-it,zake7749/gemma-2-2b-it-chinese-kyara-dpo,finetuned
google/gemma-2-2b-it,OpenMeditron/Meditron3-Gemma2-2B,finetuned
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,TheBloke/SauerkrautLM-Mixtral-8x7B-Instruct-GPTQ,quantized
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,TheBloke/SauerkrautLM-Mixtral-8x7B-Instruct-GGUF,quantized
fluently-lm/FluentlyLM-Prinum,fluently-lm/FluentlyLM-Prinum-Q4_K_M-GGUF,quantized
meta-llama/Llama-2-70b-hf,TheBloke/Llama-2-70B-GGUF,quantized
meta-llama/Llama-2-70b-hf,TheBloke/Llama-2-70B-GPTQ,quantized
meta-llama/Llama-2-70b-hf,allenai/tulu-2-dpo-70b,finetuned
meta-llama/Llama-2-70b-hf,karakuri-ai/karakuri-lm-70b-v0.1,finetuned
meta-llama/Llama-2-70b-hf,eci-io/climategpt-70b,finetuned
meta-llama/Llama-2-70b-hf,TheBloke/Llama-2-70B-AWQ,quantized
meta-llama/Llama-2-70b-hf,facebook/layerskip-llama2-70B,finetuned
meta-llama/Llama-2-70b-hf,allenai/tulu-2-70b,finetuned
PKU-DS-LAB/FairyR1-32B,bartowski/PKU-DS-LAB_FairyR1-32B-GGUF,quantized
defog/sqlcoder-7b,TheBloke/sqlcoder-7B-GGUF,quantized
soob3123/amoral-gemma3-12B-v2-qat,soob3123/amoral-gemma3-12B-v2-qat-Q4_0-GGUF,quantized
turboderp/Cat-Llama-3-70B-instruct,gbueno86/Meta-LLama-3-Cat-A-LLama-70b,merged
concedo/Beepo-22B,bartowski/Beepo-22B-GGUF,quantized
Qwen/Qwen2.5-72B,Qwen/Qwen2.5-72B-Instruct,finetuned
Qwen/Qwen2.5-72B,Qwen/Qwen2.5-Math-72B,finetuned
Qwen/Qwen2.5-72B,CalamitousFelicitousness/Qwen2.5-72B-Instruct-fp8-dynamic,quantized
Qwen/Qwen2.5-72B,RedHatAI/Qwen2.5-72B-FP8-dynamic,quantized
Qwen/Qwen2.5-72B,pfnet/Preferred-MedLLM-Qwen-72B,finetuned
LatitudeGames/Wayfarer-12B,bartowski/Wayfarer-12B-GGUF,quantized
LatitudeGames/Wayfarer-12B,yamatazen/Aurora-SCE-12B,merged
cognitivecomputations/dolphin-2.2-70b,cognitivecomputations/MegaDolphin-120b,finetuned
meta-llama/Llama-3.1-70B,meta-llama/Llama-3.1-70B-Instruct,finetuned
meta-llama/Llama-3.1-70B,meta-llama/Llama-3.3-70B-Instruct,finetuned
meta-llama/Llama-3.1-70B,casperhansen/llama-3.3-70b-instruct-awq,quantized
meta-llama/Llama-3.1-70B,Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,quantized
meta-llama/Llama-3.1-70B,unsloth/Meta-Llama-3.1-70B-bnb-4bit,quantized
meta-llama/Llama-3.1-70B,unsloth/Meta-Llama-3.1-70B,quantized
meta-llama/Llama-3.1-70B,tjake/Llama-3.1-70B-Instruct-Jlama-Q4,finetuned
meta-llama/Llama-3.1-70B,nvidia/OpenMath2-Llama3.1-70B,finetuned
meta-llama/Llama-3.1-70B,NousResearch/Hermes-3-Llama-3.1-70B,finetuned
meta-llama/Llama-3.1-70B,osllmai-community/Hermes-3-Llama-3.1-70B-bnb-4bit,quantized
meta-llama/Llama-3.1-70B,allenai/Llama-3.1-Tulu-3-70B-SFT,finetuned
meta-llama/Llama-3.1-70B,sophosympatheia/Nova-Tempus-70B-v0.1,merged
meta-llama/Llama-3.1-70B,RedHatAI/Meta-Llama-3.1-70B-FP8,quantized
meta-llama/Llama-3.1-70B,RedHatAI/Llama-3.3-70B-Instruct,finetuned
meta-llama/Llama-3.1-70B,unsloth/Hermes-3-Llama-3.1-70B-bnb-4bit,quantized
meta-llama/Llama-3.1-70B,Mungert/Llama-3.1-70B-Instruct-GGUF,quantized
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,bartowski/Dolphin3.0-Qwen2.5-0.5B-GGUF,quantized
allenai/OLMo-2-0425-1B-RLVR1,allenai/OLMo-2-0425-1B-Instruct,finetuned
matrixportal/Aya-X-Mod,matrixportal/Aya-Z,finetuned
aisingapore/Llama-SEA-LION-v3-8B-IT,aisingapore/Llama-SEA-LION-v3.5-8B-R,finetuned
aisingapore/Llama-SEA-LION-v3-8B-IT,aisingapore/Llama-SEA-LION-v3-8B-IT-GGUF,quantized
lightblue/kurage-en,bartowski/kurage-en-GGUF,quantized
AdaptLLM/law-LLM-13B,TheBloke/law-LLM-13B-GGUF,quantized
LeoLM/leo-hessianai-13b-chat-bilingual,TheBloke/leo-hessianai-13B-chat-bilingual-GGUF,quantized
Nexusflow/Athene-V2-Agent,bartowski/Athene-V2-Agent-GGUF,quantized
Qwen/Qwen1.5-1.8B,sail/Sailor-1.8B,finetuned
Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,Orion-zhen/Meissa-Qwen2.5-7B-Instruct,finetuned
Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,mlx-community/Qwen2.5-7B-Instruct-Uncensored-4bit,quantized
Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,tensorblock/Qwen2.5-7B-Instruct-Uncensored-GGUF,quantized
prithivMLmods/Deepthink-Reasoning-7B,bartowski/Deepthink-Reasoning-7B-GGUF,quantized
ozone-research/0x-lite,bartowski/ozone-ai_0x-lite-GGUF,quantized
ozone-research/0x-lite,bartowski/ozone-research_0x-lite-GGUF,quantized
EVA-UNIT-01/EVA-Qwen2.5-32B-v0.2,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
huihui-ai/c4ai-command-r7b-12-2024-abliterated,bartowski/c4ai-command-r7b-12-2024-abliterated-GGUF,quantized
byroneverson/gemma-2-27b-it-abliterated,QuantFactory/gemma-2-27b-it-abliterated-GGUF,quantized
MarsupialAI/Monstral-123B-v2,bartowski/Monstral-123B-v2-GGUF,quantized
ibm-granite/granite-3.1-2b-base,RedHatAI/granite-3.1-2b-base-quantized.w8a8,quantized
Nitral-AI/Hathor_Tahsin-L3-8B-v0.85,bartowski/Hathor_Tahsin-L3-8B-v0.85-GGUF,quantized
ilsp/Meltemi-7B-Instruct-v1.5,tensorblock/Meltemi-7B-Instruct-v1.5-GGUF,quantized
HuggingFaceTB/SmolLM-1.7B-Instruct,unsloth/SmolLM-1.7B-Instruct,finetuned
HuggingFaceTB/SmolLM-1.7B-Instruct,RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a16,quantized
tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct-GGUF,quantized
Gryphe/Pantheon-RP-Pure-1.6.2-22b-Small,bartowski/Pantheon-RP-Pure-1.6.2-22b-Small-GGUF,quantized
anthracite-org/magnum-v2-4b,bartowski/magnum-v2-4b-GGUF,quantized
NousResearch/Hermes-3-Llama-3.1-8B,unsloth/Hermes-3-Llama-3.1-8B-bnb-4bit,quantized
NousResearch/Hermes-3-Llama-3.1-8B,Saxo/Linkbricks-Horizon-AI-Korean-Advanced-8B,quantized
NousResearch/Hermes-3-Llama-3.1-8B,bartowski/Hermes-3-Llama-3.1-8B-GGUF,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,unsloth/DeepSeek-R1-Distill-Qwen-7B-unsloth-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,unsloth/DeepSeek-R1-Distill-Qwen-7B,finetuned
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,unsloth/DeepSeek-R1-Distill-Qwen-7B-bnb-4bit,quantized
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,eaddario/DeepSeek-R1-Distill-Qwen-7B-GGUF,quantized
alamios/Qwenstral-Small-3.1-0.5B,alamios/Mistral-Small-3.1-DRAFT-0.5B,finetuned
m-a-p/YuE-s1-7B-anneal-en-cot,tensorblock/YuE-s1-7B-anneal-en-cot-GGUF,quantized
tokyotech-llm/Swallow-7b-instruct-hf,TheBloke/Swallow-7B-Instruct-GGUF,quantized
katanemo/Arch-Function-Chat-1.5B,bartowski/katanemo_Arch-Function-Chat-1.5B-GGUF,quantized
PeterAM4/deepseek-paraphrase,mradermacher/deepseek-paraphrase-i1-GGUF,adapter
PeterAM4/deepseek-paraphrase,mradermacher/deepseek-paraphrase-GGUF,adapter
AI-Sweden-Models/gpt-sw3-6.7b-v2,AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct,finetuned
tokyotech-llm/Swallow-70b-instruct-hf,TheBloke/Swallow-70B-instruct-GGUF,quantized
soob3123/amoral-gemma3-4B-v1,soob3123/amoral-gemma3-4B-v1-gguf,quantized
soob3123/amoral-gemma3-4B-v1,bartowski/soob3123_amoral-gemma3-4B-GGUF,quantized
agentica-org/DeepCoder-14B-Preview,bartowski/agentica-org_DeepCoder-14B-Preview-GGUF,quantized
agentica-org/DeepCoder-14B-Preview,mlx-community/DeepCoder-14B-Preview-8bit,quantized
agentica-org/DeepCoder-14B-Preview,lmstudio-community/DeepCoder-14B-Preview-GGUF,quantized
agentica-org/DeepCoder-14B-Preview,mlx-community/DeepCoder-14B-Preview-4bit,quantized
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored-GGUF,quantized
EleutherAI/pythia-31m,Felladrin/Pythia-31M-Chat-v1,finetuned
rinna/nekomata-7b,rinna/nekomata-7b-instruction,finetuned
yunconglong/Truthful_DPO_TomGrc_FusionNet_7Bx2_MoE_13B,RubielLabarta/LogoS-7Bx2-MoE-13B-v0.2,merged
johnsnowlabs/JSL-MedLlama-3-8B-v1.0,shanchen/llama3-8B-slerp-med-chinese,merged
unsloth/Llama-3.2-1B,DebasishDhal99/Llama-3.2-3B-Instruct-LORA-GSM8K-Merged,finetuned
unsloth/Llama-3.2-1B,keithdrexel/unsloth-llama-3.2-1b-tldr-unsloth-nobnb,finetuned
watt-ai/watt-tool-8B,eaddario/Watt-Tool-8B-GGUF,quantized
EleutherAI/pythia-1b,vandijklab/C2S-Scale-Pythia-1b-pt,finetuned
cognitivecomputations/dolphin-2.7-mixtral-8x7b,TheBloke/dolphin-2.7-mixtral-8x7b-AWQ,quantized
cognitivecomputations/dolphin-2.7-mixtral-8x7b,second-state/Dolphin-2.7-mixtral-8x7b-GGUF,quantized
deepcogito/cogito-v1-preview-qwen-32B,JWMD/cogito-v1-preview-qwen-32B-GPTQ-8bit-fixed-tokenizer,quantized
deepcogito/cogito-v1-preview-qwen-32B,YOYO-AI/Qwen2.5-32B-YOYO-V2,merged
SicariusSicariiStuff/Oni_Mitsubishi_12B,bartowski/SicariusSicariiStuff_Oni_Mitsubishi_12B-GGUF,quantized
perplexity-ai/r1-1776-distill-llama-70b,unsloth/r1-1776-distill-llama-70b-GGUF,quantized
nztinversive/llama3.2-1b-Uncensored,tensorblock/llama3.2-1b-Uncensored-GGUF,quantized
THUDM/GLM-Z1-32B-0414,bartowski/THUDM_GLM-Z1-32B-0414-GGUF,quantized
THUDM/GLM-Z1-32B-0414,mlx-community/GLM-Z1-32B-0414-4bit,quantized
Saxo/Linkbricks-Horizon-AI-Korean-Advanced-12B,Saxo/Linkbricks-Horizon-AI-Korean-Pro-12B,finetuned
